Begrotingsjaar;Uitgaven Ontvangsten Verplichtingen;Begrotingsnummer;Naam Begroting ;Artikel nummer;Artikel;Stand ontwerpbegroting;Stand vastgestelde begroting;Stand eerste suppletoire;Stand tweede suppletoire;Realisatie
2013;O;IIB;Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad;2;Algemene Rekenkamer;1217;1217;1217;1217;1101
2013;U;IIB;Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad;2;Algemene Rekenkamer;28895;28895;29736;29799;29051
2013;V;IIB;Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad;2;Algemene Rekenkamer;28895;28895;29736;29799;29137
2013;O;IIB;Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad;3;De Nationale Ombudsman;1789;1789;2189;2719;2840
2013;U;IIB;Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad;3;De Nationale Ombudsman;15250;15250;16014;16303;16226
2013;V;IIB;Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad;3;De Nationale Ombudsman;15250;15250;16014;16303;15632
2013;O;IIB;Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad;4;Kanselarij der Nederlandse Orden;29;29;29;29;130
2013;U;IIB;Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad;4;Kanselarij der Nederlandse Orden;3424;3424;4983;5049;4845
2013;V;IIB;Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad;4;Kanselarij der Nederlandse Orden;3424;3424;4983;5049;4791
2013;O;IIB;Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad;6;Kabinet van de Gouverneur van Aruba;60;60;60;60;148
2013;U;IIB;Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad;6;Kabinet van de Gouverneur van Aruba;1865;1865;1941;1941;1986
2013;V;IIB;Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad;6;Kabinet van de Gouverneur van Aruba;1865;1865;1941;1941;1985
2013;O;IIB;Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad;7;Kabinet van de Gouverneur van Curaçao;200;200;200;200;148
2013;U;IIB;Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad;7;Kabinet van de Gouverneur van Curaçao;2786;2786;2786;2785;2550
2013;V;IIB;Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad;7;Kabinet van de Gouverneur van Curaçao;2786;2786;2786;2785;2491
2013;O;IIB;Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad;8;Kabinet van de Gouverneur van Sint Maarten;50;50;50;50;289
2013;U;IIB;Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad;8;Kabinet van de Gouverneur van Sint Maarten;2119;2119;2370;2373;2273
2013;V;IIB;Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad;8;Kabinet van de Gouverneur van Sint Maarten;2119;2119;2370;2373;2262
2013;U;IIB;Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad;10;Nominaal en onvoorzien;191;191;1177;0;0
2013;V;IIB;Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad;10;Nominaal en onvoorzien;191;191;1177;0;0
2013;O;III;Algemene Zaken;1;Bevorderen eenheid regeringsbeleid;4197;4197;6341;6341;6605
2013;U;III;Algemene Zaken;1;Bevorderen eenheid regeringsbeleid;58687;58687;60224;56503;55780
2013;V;III;Algemene Zaken;1;Bevorderen eenheid regeringsbeleid;58687;58687;60224;56503;55117
2013;O;III;Algemene Zaken;4;Kabinet van de Koning;2402;2402;2410;2631;2572
2013;U;III;Algemene Zaken;4;Kabinet van de Koning;2402;2402;2410;2631;2615
2013;V;III;Algemene Zaken;4;Kabinet van de Koning;2402;2402;2410;2631;2615
2013;U;III;Algemene Zaken;5;Cie v. Toez. I&V;1075;1075;1076;1076;885
2013;V;III;Algemene Zaken;5;Cie v. Toez. I&V;1075;1075;1076;1076;885
2013;O;IV;Koninkrijksrelaties;1;Waarborgfunctie;4857;4857;4857;4857;5295
2013;U;IV;Koninkrijksrelaties;1;Waarborgfunctie;63607;63607;63607;63607;63859
2013;V;IV;Koninkrijksrelaties;1;Waarborgfunctie;63607;63607;63607;63607;75317
2013;O;IV;Koninkrijksrelaties;2;Bevord.autonomie Koninkrijkspartners;28013;28013;28013;33169;34705
2013;U;IV;Koninkrijksrelaties;2;Bevord.autonomie Koninkrijkspartners;213131;213131;220887;227492;247217
2013;V;IV;Koninkrijksrelaties;2;Bevord.autonomie Koninkrijkspartners;20149;20149;27905;34510;39846
2013;U;IV;Koninkrijksrelaties;3;Nominaal en onvoorzien;805;805;7105;0;0
2013;V;IV;Koninkrijksrelaties;3;Nominaal en onvoorzien;805;805;7105;0;0
2013;O;IXA;Nationale Schuld (Transactiebasis);1;Financiering staatsschuld;47126831;46105830;50109831;53388505;51869439
2013;U;IXA;Nationale Schuld (Transactiebasis);1;Financiering staatsschuld;42055423;42011412;40738571;38348275;46229838
2013;V;IXA;Nationale Schuld (Transactiebasis);1;Financiering staatsschuld;42055423;42011412;40738571;38348275;46229838
2013;O;IXA;Nationale Schuld (Transactiebasis);2;Kasbeheer;1929063;1921989;2172574;2196540;3205155
2013;U;IXA;Nationale Schuld (Transactiebasis);2;Kasbeheer;8867626;8246332;9866395;8165673;2733419
2013;V;IXA;Nationale Schuld (Transactiebasis);2;Kasbeheer;8867626;8246332;9866395;8165673;2733419
2013;O;IXB;Financiën;1;Belastingen;852125;852125;812125;645125;648199
2013;U;IXB;Financiën;1;Belastingen;3244427;3244427;3404813;3212514;3187000
2013;V;IXB;Financiën;1;Belastingen;3244427;3244427;3404813;3212514;3273683
2013;O;IXB;Financiën;2;Financiele Markten;176748;176748;169525;292403;362270
2013;U;IXB;Financiën;2;Financiele Markten;59938;59938;60881;62866;60866
2013;V;IXB;Financiën;2;Financiele Markten;59938;59938;60881;-6084316;-7291534
2013;O;IXB;Financiën;3;Financ. act. Publiek-Private sector;5201977;5027343;6197126;7121120;9603301
2013;U;IXB;Financiën;3;Financ. act. Publiek-Private sector;1994237;1994237;5715624;6187622;8674220
2013;V;IXB;Financiën;3;Financ. act. Publiek-Private sector;336637;336637;14835024;14756035;13595835
2013;O;IXB;Financiën;4;Internationale Fin. Betrekkingen;64091;32394;32394;34186;34336
2013;U;IXB;Financiën;4;Internationale Fin. Betrekkingen;2323757;2449757;2599757;2599757;2599623
2013;V;IXB;Financiën;4;Internationale Fin. Betrekkingen;308005;434005;434005;-47707765;-49193450
2013;O;IXB;Financiën;5;Exportkrediet- en investeringsverzekering;128550;128550;142550;216250;202684
2013;U;IXB;Financiën;5;Exportkrediet- en investeringsverzekering;113106;113106;113106;113106;103647
2013;V;IXB;Financiën;5;Exportkrediet- en investeringsverzekering;10616386;10616386;10616386;10616386;3590788
2013;U;IXB;Financiën;6;BTW-Compensatiefonds;2895357;2895357;2894127;2660000;2715812
2013;V;IXB;Financiën;6;BTW-Compensatiefonds;2895357;2895357;2894127;2660000;2715812
2013;O;IXB;Financiën;7;Beheer materiele activa;176986;1800;1800;2100;2278
2013;U;IXB;Financiën;7;Beheer materiele activa;84580;300;306;606;334
2013;V;IXB;Financiën;7;Beheer materiele activa;84580;300;306;606;-1550
2013;U;IXB;Financiën;10;Nominaal en onvoorzien;7008;5685;3219;3901;0
2013;V;IXB;Financiën;10;Nominaal en onvoorzien;7008;5685;3219;3901;0
2013;O;IXB;Financiën;21;Centraal Apparaat;27525;27346;33505;31070;36211
2013;U;IXB;Financiën;21;Centraal Apparaat;204189;203021;214776;201324;198490
2013;V;IXB;Financiën;21;Centraal Apparaat;204189;203021;214776;201324;198523
2013;O;J;Deltafonds;1;Investeren in waterveiligheid;87689;87689;89221;86356;92708
2013;U;J;Deltafonds;1;Investeren in waterveiligheid;536712;536712;553129;546941;574101
2013;V;J;Deltafonds;1;Investeren in waterveiligheid;672709;672709;696129;1152846;1053633
2013;O;J;Deltafonds;2;Investeren in zoetwatervoorziening;2500;2500;8061;66;0
2013;U;J;Deltafonds;2;Investeren in zoetwatervoorziening;32117;32117;24285;46929;46278
2013;V;J;Deltafonds;2;Investeren in zoetwatervoorziening;7249;7249;23752;35602;32340
2013;U;J;Deltafonds;3;Beheer, Onderhoud en vervanging;156150;156150;178397;192033;190180
2013;V;J;Deltafonds;3;Beheer, Onderhoud en vervanging;155124;155124;152681;188324;189429
2013;U;J;Deltafonds;5;Netwerkgebonden kosten en overige uitgaven;247581;247581;283760;253873;253827
2013;V;J;Deltafonds;5;Netwerkgebonden kosten en overige uitgaven;247184;247184;252907;253859;253539
2013;O;J;Deltafonds;6;Bijdrage ten laste van begroting Hoofdstuk XII;882371;882371;942289;973525;973745
2013;U;V;Buitenlandse Zaken;1;Internationale rechtsorde en mensenrechten;114886;114886;111607;109468;106338
2013;V;V;Buitenlandse Zaken;1;Internationale rechtsorde en mensenrechten;99376;99376;112453;127184;116445
2013;O;V;Buitenlandse Zaken;2;Grotere veiligheid en stabiliteit en humanitaire hulp;1167;1167;1167;1167;2057
2013;U;V;Buitenlandse Zaken;2;Grotere veiligheid en stabiliteit en humanitaire hulp;776500;769500;256784;241330;226472
2013;V;V;Buitenlandse Zaken;2;Grotere veiligheid en stabiliteit en humanitaire hulp;679511;672511;245992;235524;200114
2013;O;V;Buitenlandse Zaken;3;Europese samenwerking;685267;685267;685267;573923;592213
2013;U;V;Buitenlandse Zaken;3;Europese samenwerking;7580467;7580467;8055120;7574385;7495364
2013;V;V;Buitenlandse Zaken;3;Europese samenwerking;7412138;7412138;7886791;7418260;7339239
2013;O;V;Buitenlandse Zaken;4;Meer welvaart en minder armoede;57363;57363;0;0;0
2013;U;V;Buitenlandse Zaken;4;Meer welvaart en minder armoede;938979;923979;2300;1000;286
2013;V;V;Buitenlandse Zaken;4;Meer welvaart en minder armoede;764287;749287;0;0;193
2013;U;V;Buitenlandse Zaken;5;Toegenomen menselijke ontplooiing en sociale ontwikkeling;1078152;1100152;0;0;0
2013;V;V;Buitenlandse Zaken;5;Toegenomen menselijke ontplooiing en sociale ontwikkeling;331241;353241;0;0;0
2013;U;V;Buitenlandse Zaken;6;Duurzaam water- en milieubeheer;397960;397960;0;0;0
2013;V;V;Buitenlandse Zaken;6;Duurzaam water- en milieubeheer;533944;533944;0;0;0
2013;O;V;Buitenlandse Zaken;7;Welzijn en veiligheid van Nederlanders in het buitenland;41300;41300;41300;41300;48264
2013;U;V;Buitenlandse Zaken;7;Welzijn en veiligheid van Nederlanders in het buitenland;24964;24964;15639;17122;16961
2013;V;V;Buitenlandse Zaken;7;Welzijn en veiligheid van Nederlanders in het buitenland;24964;24964;15969;17452;15488
2013;O;V;Buitenlandse Zaken;8;Versterkt cultureel profiel en positieve beeldvorming NL;790;790;790;790;774
2013;U;V;Buitenlandse Zaken;8;Versterkt cultureel profiel en positieve beeldvorming NL;71982;71982;41385;56711;54122
2013;V;V;Buitenlandse Zaken;8;Versterkt cultureel profiel en positieve beeldvorming NL;51065;51065;40509;57464;41425
2013;U;V;Buitenlandse Zaken;9;Geheim;0;0;162;162;163
2013;V;V;Buitenlandse Zaken;9;Geheim;0;0;162;162;-30
2013;U;V;Buitenlandse Zaken;10;Nominaal en onvoorzien;33597;33597;18379;3800;3758
2013;V;V;Buitenlandse Zaken;10;Nominaal en onvoorzien;33597;33597;18379;3800;3758
2013;O;V;Buitenlandse Zaken;11;Algemeen;58626;58626;58626;67850;115293
2013;U;V;Buitenlandse Zaken;11;Algemeen;759974;770219;780177;739089;694372
2013;V;V;Buitenlandse Zaken;11;Algemeen;692706;702951;727514;701246;688056
2013;O;VI;Justitie en Veiligheid;31;Nationale Politie;500;500;500;500;269
2013;U;VI;Justitie en Veiligheid;31;Nationale Politie;5220150;5220150;5256456;5259193;5250519
2013;V;VI;Justitie en Veiligheid;31;Nationale Politie;5535250;5535250;5256456;429524;229265
2013;O;VI;Justitie en Veiligheid;32;Rechtspleging en rechtsbijstand;309755;309755;262755;225103;222147
2013;U;VI;Justitie en Veiligheid;32;Rechtspleging en rechtsbijstand;1522621;1522621;1493457;1532601;1544180
2013;V;VI;Justitie en Veiligheid;32;Rechtspleging en rechtsbijstand;1522621;1522621;1540457;1532601;1544910
2013;O;VI;Justitie en Veiligheid;33;Veiligheid en criminaliteitsbestrijding;1046498;1046498;981498;1063750;1086824
2013;U;VI;Justitie en Veiligheid;33;Veiligheid en criminaliteitsbestrijding;768902;768902;760776;758819;775116
2013;V;VI;Justitie en Veiligheid;33;Veiligheid en criminaliteitsbestrijding;768902;768902;760776;758819;786426
2013;O;VI;Justitie en Veiligheid;34;Sanctietoepassing;1663;1663;1663;4990;98054
2013;U;VI;Justitie en Veiligheid;34;Sanctietoepassing;2242335;2242335;2337586;2451552;2536821
2013;V;VI;Justitie en Veiligheid;34;Sanctietoepassing;2242335;2242335;2337586;2451552;2561345
2013;O;VI;Justitie en Veiligheid;35;Jeugd;2800;2800;1487;9037;13082
2013;U;VI;Justitie en Veiligheid;35;Jeugd;804892;804892;816591;842069;840364
2013;V;VI;Justitie en Veiligheid;35;Jeugd;804892;804892;816591;842069;821589
2013;U;VI;Justitie en Veiligheid;36;Contraterrorisme en Nationaal Veiligheidsbeleid;205242;205242;202301;202800;210768
2013;V;VI;Justitie en Veiligheid;36;Contraterrorisme en Nationaal Veiligheidsbeleid;205242;205242;202301;202800;284113
2013;O;VI;Justitie en Veiligheid;91;Apparaatsuitgaven kerndepartement;868;868;921;7216;17223
2013;U;VI;Justitie en Veiligheid;91;Apparaatsuitgaven kerndepartement;357813;436911;463483;482474;470745
2013;V;VI;Justitie en Veiligheid;91;Apparaatsuitgaven kerndepartement;357813;436911;463483;482474;522949
2013;U;VI;Justitie en Veiligheid;92;Nominaal en onvoorzien;71917;73814;23625;2248;0
2013;V;VI;Justitie en Veiligheid;92;Nominaal en onvoorzien;71917;73814;34670;2248;0
2013;O;VI;Justitie en Veiligheid;93;Geheim;0;0;0;0;17
2013;U;VI;Justitie en Veiligheid;93;Geheim;3057;3057;3057;3057;3317
2013;V;VI;Justitie en Veiligheid;93;Geheim;3057;3057;3057;3057;3317
2013;O;VII;Binnenlandse Zaken en Koninkrijksrelaties;61;Openbaar bestuur en democratie;49465;49465;24465;24686;24816
2013;U;VII;Binnenlandse Zaken en Koninkrijksrelaties;61;Openbaar bestuur en democratie;25102;25102;33452;33089;30373
2013;V;VII;Binnenlandse Zaken en Koninkrijksrelaties;61;Openbaar bestuur en democratie;25102;25102;33452;33089;45581
2013;O;VII;Binnenlandse Zaken en Koninkrijksrelaties;62;Algemene Inlichtingen- en Veiligheidsdienst;8214;8214;8214;8214;7440
2013;U;VII;Binnenlandse Zaken en Koninkrijksrelaties;62;Algemene Inlichtingen- en Veiligheidsdienst;199621;199621;203421;195016;195142
2013;V;VII;Binnenlandse Zaken en Koninkrijksrelaties;62;Algemene Inlichtingen- en Veiligheidsdienst;199621;199621;203421;195016;197486
2013;O;VII;Binnenlandse Zaken en Koninkrijksrelaties;63;Woningmarkt;578445;0;0;0;0
2013;U;VII;Binnenlandse Zaken en Koninkrijksrelaties;63;Woningmarkt;2832443;0;0;0;0
2013;V;VII;Binnenlandse Zaken en Koninkrijksrelaties;63;Woningmarkt;2902887;0;0;0;0
2013;O;VII;Binnenlandse Zaken en Koninkrijksrelaties;64;Woonomgeving en bouw;91;0;0;0;0
2013;U;VII;Binnenlandse Zaken en Koninkrijksrelaties;64;Woonomgeving en bouw;32639;0;0;0;0
2013;V;VII;Binnenlandse Zaken en Koninkrijksrelaties;64;Woonomgeving en bouw;32189;0;0;0;0
2013;O;VII;Binnenlandse Zaken en Koninkrijksrelaties;65;Integratie en maatschappelijke samenhang;27566;0;0;0;0
2013;U;VII;Binnenlandse Zaken en Koninkrijksrelaties;65;Integratie en maatschappelijke samenhang;172387;0;0;0;0
2013;V;VII;Binnenlandse Zaken en Koninkrijksrelaties;65;Integratie en maatschappelijke samenhang;166387;0;0;0;0
2013;O;VII;Binnenlandse Zaken en Koninkrijksrelaties;66;Dienstverlenende en innovatieve overheid;500;500;500;16472;17480
2013;U;VII;Binnenlandse Zaken en Koninkrijksrelaties;66;Dienstverlenende en innovatieve overheid;125848;125848;101394;125618;125526
2013;V;VII;Binnenlandse Zaken en Koninkrijksrelaties;66;Dienstverlenende en innovatieve overheid;125848;125848;101394;125618;102722
2013;O;VII;Binnenlandse Zaken en Koninkrijksrelaties;67;Arbeidszaken overheid;820;820;820;820;1769
2013;U;VII;Binnenlandse Zaken en Koninkrijksrelaties;67;Arbeidszaken overheid;43177;43177;44177;42039;40146
2013;V;VII;Binnenlandse Zaken en Koninkrijksrelaties;67;Arbeidszaken overheid;43177;43177;44177;42039;32136
2013;O;VII;Binnenlandse Zaken en Koninkrijksrelaties;68;Kwaliteit Rijksdienst;250;0;0;0;0
2013;U;VII;Binnenlandse Zaken en Koninkrijksrelaties;68;Kwaliteit Rijksdienst;29380;0;0;0;0
2013;V;VII;Binnenlandse Zaken en Koninkrijksrelaties;68;Kwaliteit Rijksdienst;29380;0;0;0;0
2013;O;VII;Binnenlandse Zaken en Koninkrijksrelaties;69;Uitvoering Rijkshuisvesting;357;0;0;0;0
2013;U;VII;Binnenlandse Zaken en Koninkrijksrelaties;69;Uitvoering Rijkshuisvesting;59207;0;0;0;0
2013;V;VII;Binnenlandse Zaken en Koninkrijksrelaties;69;Uitvoering Rijkshuisvesting;59207;0;0;0;0
2013;U;VII;Binnenlandse Zaken en Koninkrijksrelaties;70;Vreemdelingen;733200;0;0;0;0
2013;V;VII;Binnenlandse Zaken en Koninkrijksrelaties;70;Vreemdelingen;733200;0;0;0;0
2013;O;VII;Binnenlandse Zaken en Koninkrijksrelaties;71;Centraal Apparaat;27965;28144;43311;70989;91404
2013;U;VII;Binnenlandse Zaken en Koninkrijksrelaties;71;Centraal Apparaat;311023;225309;263588;282802;272083
2013;V;VII;Binnenlandse Zaken en Koninkrijksrelaties;71;Centraal Apparaat;312137;226423;264702;283916;270261
2013;U;VII;Binnenlandse Zaken en Koninkrijksrelaties;72;Algemeen;4420;4420;3478;3420;2870
2013;V;VII;Binnenlandse Zaken en Koninkrijksrelaties;72;Algemeen;2266;2266;1324;1266;354
2013;U;VII;Binnenlandse Zaken en Koninkrijksrelaties;73;Nominaal en onvoorzien;11823;10551;7435;0;0
2013;V;VII;Binnenlandse Zaken en Koninkrijksrelaties;73;Nominaal en onvoorzien;11823;10551;7309;-126;0
2013;O;VII;Binnenlandse Zaken en Koninkrijksrelaties;74;VUT-fonds;19000;19000;18800;18800;18816
2013;U;VII;Binnenlandse Zaken en Koninkrijksrelaties;74;VUT-fonds;210000;210000;180000;140000;140000
2013;V;VII;Binnenlandse Zaken en Koninkrijksrelaties;74;VUT-fonds;210000;210000;180000;140000;140000
2013;O;VIII;Onderwijs, Cultuur en Wetenschap;1;Primair onderwijs;1661;1661;1661;36661;39877
2013;U;VIII;Onderwijs, Cultuur en Wetenschap;1;Primair onderwijs;9727312;9727312;9714924;10147247;10166848
2013;O;VIII;Onderwijs, Cultuur en Wetenschap;3;Voortgezet onderwijs;1361;1361;1361;19361;20143
2013;U;VIII;Onderwijs, Cultuur en Wetenschap;3;Voortgezet onderwijs;7074820;7074820;7170627;7436387;7436116
2013;O;VIII;Onderwijs, Cultuur en Wetenschap;4;Beroepsonderwijs en volwasseneneducatie;0;0;0;13500;18860
2013;U;VIII;Onderwijs, Cultuur en Wetenschap;4;Beroepsonderwijs en volwasseneneducatie;3500665;3500665;3487686;3516538;3496330
2013;O;VIII;Onderwijs, Cultuur en Wetenschap;6;Hoger beroepsonderwijs;1213;1213;5981;5981;6447
2013;U;VIII;Onderwijs, Cultuur en Wetenschap;6;Hoger beroepsonderwijs;2464254;2603548;2576917;2610782;2610870
2013;O;VIII;Onderwijs, Cultuur en Wetenschap;7;Wetenschappelijk onderwijs;16;16;16;162;963
2013;U;VIII;Onderwijs, Cultuur en Wetenschap;7;Wetenschappelijk onderwijs;3894582;4018288;4006277;4064378;4065742
2013;O;VIII;Onderwijs, Cultuur en Wetenschap;8;Internationaal onderwijsbeleid;99;99;99;99;754
2013;U;VIII;Onderwijs, Cultuur en Wetenschap;8;Internationaal onderwijsbeleid;16969;16969;17048;17048;15704
2013;O;VIII;Onderwijs, Cultuur en Wetenschap;9;Arbeidsmarkt en personeelsbeleid;0;0;0;7000;8576
2013;U;VIII;Onderwijs, Cultuur en Wetenschap;9;Arbeidsmarkt en personeelsbeleid;422534;437534;384755;359060;343509
2013;O;VIII;Onderwijs, Cultuur en Wetenschap;11;Studiefinanciering;763301;763301;726296;731296;737384
2013;U;VIII;Onderwijs, Cultuur en Wetenschap;11;Studiefinanciering;4039626;4039626;4063513;4135272;4150351
2013;O;VIII;Onderwijs, Cultuur en Wetenschap;12;Tegemoetkoming studiekosten;6189;6189;4720;4720;4709
2013;U;VIII;Onderwijs, Cultuur en Wetenschap;12;Tegemoetkoming studiekosten;115298;115298;112114;107114;105925
2013;O;VIII;Onderwijs, Cultuur en Wetenschap;13;Lesgelden;223529;223529;219400;214400;205687
2013;U;VIII;Onderwijs, Cultuur en Wetenschap;13;Lesgelden;7000;7000;6987;6987;7005
2013;O;VIII;Onderwijs, Cultuur en Wetenschap;14;Cultuur;1945;1945;5014;6940;9613
2013;U;VIII;Onderwijs, Cultuur en Wetenschap;14;Cultuur;789155;789155;749803;714935;704732
2013;O;VIII;Onderwijs, Cultuur en Wetenschap;15;Media;190500;190500;193500;193500;193542
2013;U;VIII;Onderwijs, Cultuur en Wetenschap;15;Media;876224;876224;879247;892936;892936
2013;O;VIII;Onderwijs, Cultuur en Wetenschap;16;Onderzoek en wetenschappen;101;101;101;5091;4334
2013;U;VIII;Onderwijs, Cultuur en Wetenschap;16;Onderzoek en wetenschappen;885520;885520;887577;892065;891076
2013;O;VIII;Onderwijs, Cultuur en Wetenschap;25;Emancipatie;0;0;0;0;21
2013;U;VIII;Onderwijs, Cultuur en Wetenschap;25;Emancipatie;15494;15494;15934;13435;13408
2013;U;VIII;Onderwijs, Cultuur en Wetenschap;91;Nominaal en onvoorzien;-818;-818;200708;0;0
2013;O;VIII;Onderwijs, Cultuur en Wetenschap;95;Apparaatskosten;567;567;567;567;5101
2013;U;VIII;Onderwijs, Cultuur en Wetenschap;95;Apparaatskosten;245973;245973;250577;262531;260103
2013;V;VIII;Onderwijs, Cultuur en Wetenschap;95;Apparaatskosten;0;0;0;0;-7944
2013;O;X;Defensie;1;Opdracht Inzet;13707;13707;6707;5707;4807
2013;U;X;Defensie;1;Opdracht Inzet;213150;213150;240429;202829;177246
2013;V;X;Defensie;1;Opdracht Inzet;213150;213150;240429;202829;153728
2013;O;X;Defensie;2;Taakuitvoering Zeestrijdkrachten;20164;20164;20044;18044;18882
2013;U;X;Defensie;2;Taakuitvoering Zeestrijdkrachten;714076;714076;722227;711277;711618
2013;V;X;Defensie;2;Taakuitvoering Zeestrijdkrachten;714076;714076;722227;711277;697563
2013;O;X;Defensie;3;Taakuitvoering Landstrijdkrachten;20523;20523;20523;20523;26772
2013;U;X;Defensie;3;Taakuitvoering Landstrijdkrachten;1135839;1135839;1168544;1157060;1155056
2013;V;X;Defensie;3;Taakuitvoering Landstrijdkrachten;1135839;1135839;1168544;1157060;1175948
2013;O;X;Defensie;4;Taakuitvoering Luchtstrijdkrachten;15286;15286;15227;13827;15256
2013;U;X;Defensie;4;Taakuitvoering Luchtstrijdkrachten;663949;663949;664670;653266;651319
2013;V;X;Defensie;4;Taakuitvoering Luchtstrijdkrachten;663949;663949;664670;653266;857262
2013;O;X;Defensie;5;Taakuitvoering Koninklijke Marechaussee;4652;4652;4590;6890;7154
2013;U;X;Defensie;5;Taakuitvoering Koninklijke Marechaussee;317618;317618;333626;331185;328658
2013;V;X;Defensie;5;Taakuitvoering Koninklijke Marechaussee;317618;317618;333626;331185;329085
2013;O;X;Defensie;6;Investeringen Krijgsmacht;205528;205528;136658;117358;118077
2013;U;X;Defensie;6;Investeringen Krijgsmacht;1173362;1173362;1026331;1003935;1019656
2013;V;X;Defensie;6;Investeringen Krijgsmacht;1313418;1313418;1276290;1253894;633007
2013;O;X;Defensie;7;Ondersteuning krijgsmacht door Defensie Materieel Org;42667;42667;77933;73533;59554
2013;U;X;Defensie;7;Ondersteuning krijgsmacht door Defensie Materieel Org;862466;862466;865403;858662;853972
2013;V;X;Defensie;7;Ondersteuning krijgsmacht door Defensie Materieel Org;862466;862466;865403;858662;846181
2013;O;X;Defensie;8;Ondersteuning krijgsmacht door Cdo Dienstencentra;44319;44319;60912;61912;55319
2013;U;X;Defensie;8;Ondersteuning krijgsmacht door Cdo Dienstencentra;939434;939434;1012933;1038671;1040029
2013;V;X;Defensie;8;Ondersteuning krijgsmacht door Cdo Dienstencentra;939434;939434;1012933;1038671;1111277
2013;U;X;Defensie;9;Algemeen;95502;95502;101835;103379;100566
2013;V;X;Defensie;9;Algemeen;95502;95502;101835;103379;84443
2013;O;X;Defensie;10;Centraal apparaat;6951;6951;6783;6783;2669
2013;U;X;Defensie;10;Centraal apparaat;1592910;1592910;1627371;1644684;1658703
2013;V;X;Defensie;10;Centraal apparaat;1592910;1592910;1627371;1644684;1655999
2013;U;X;Defensie;11;Geheime uitgaven;5264;5264;5264;5264;5264
2013;V;X;Defensie;11;Geheime uitgaven;5264;5264;5264;5264;5264
2013;U;X;Defensie;12;Nominaal en onvoorzien;63401;63401;19847;0;0
2013;V;X;Defensie;12;Nominaal en onvoorzien;63401;63401;19847;0;0
2013;O;XII;Infrastructuur en Waterstaat;11;Waterkwantiteit;470;470;50;50;78
2013;U;XII;Infrastructuur en Waterstaat;11;Waterkwantiteit;40946;40946;45470;44275;41021
2013;V;XII;Infrastructuur en Waterstaat;11;Waterkwantiteit;45755;45755;50198;45947;37457
2013;U;XII;Infrastructuur en Waterstaat;12;Waterkwaliteit;100756;100756;104541;77960;78565
2013;V;XII;Infrastructuur en Waterstaat;12;Waterkwaliteit;48085;48085;95962;82482;70389
2013;O;XII;Infrastructuur en Waterstaat;13;Ruimtelijke Ontwikkeling;934;934;1903;4359;6938
2013;U;XII;Infrastructuur en Waterstaat;13;Ruimtelijke Ontwikkeling;147634;147634;137548;114689;112483
2013;V;XII;Infrastructuur en Waterstaat;13;Ruimtelijke Ontwikkeling;157114;157114;127169;145710;35851
2013;O;XII;Infrastructuur en Waterstaat;14;Wegen en verkeersveiligheid;6782;6782;6782;4869;5236
2013;U;XII;Infrastructuur en Waterstaat;14;Wegen en verkeersveiligheid;40405;40405;40397;33714;32729
2013;V;XII;Infrastructuur en Waterstaat;14;Wegen en verkeersveiligheid;40180;40180;35861;33173;31318
2013;U;XII;Infrastructuur en Waterstaat;15;Openbaar vervoer;8316;8316;8844;10184;8200
2013;V;XII;Infrastructuur en Waterstaat;15;Openbaar vervoer;6362;6362;6890;8230;3018
2013;U;XII;Infrastructuur en Waterstaat;16;Spoor;38049;38049;38347;60824;60350
2013;V;XII;Infrastructuur en Waterstaat;16;Spoor;9473;9473;9771;29791;10051
2013;O;XII;Infrastructuur en Waterstaat;17;Luchtvaart;42751;42751;42751;38145;38863
2013;U;XII;Infrastructuur en Waterstaat;17;Luchtvaart;23341;23341;23889;24581;21796
2013;V;XII;Infrastructuur en Waterstaat;17;Luchtvaart;14958;14958;15806;26756;27313
2013;U;XII;Infrastructuur en Waterstaat;18;Scheepvaart;6464;6464;6890;7010;5361
2013;V;XII;Infrastructuur en Waterstaat;18;Scheepvaart;6113;6113;6440;5048;5077
2013;O;XII;Infrastructuur en Waterstaat;19;Klimaat;120000;120000;120000;128639;134567
2013;U;XII;Infrastructuur en Waterstaat;19;Klimaat;92943;92943;98771;90387;86983
2013;V;XII;Infrastructuur en Waterstaat;19;Klimaat;29252;29252;28909;29214;27629
